many hashcmp handle 	many hashcmp handle 
bad merge 	bad merge 
sha lookup sha 	sha lookup sha 
lookup handle 	lookup handle 
skipped merge exit 	skipped merge exit 
bisect checkout 	bisect checkout 
free free commit 	free free commit 
list bisect 	list bisect 
rev setup bisect 	rev setup bisect 
common clear 	common clear 
commit marks free 	commit marks free 
git pathdup 	git pathdup 
die stat isreg 	die stat isreg 
check ancestors 	check ancestors 
check merge bases 	check merge bases 
open warning 	open warning 
strerror close free 	strerror close free 
init revisions 	init revisions 
git config 	git config 
log commit git 	log commit git 
path fopen 	path fopen 
die strerror strbuf 	die strerror strbuf 
getline strbuf 	getline strbuf 
detach strbuf getline 	detach strbuf getline 
strbuf detach 	strbuf detach 
strbuf release fclose 	strbuf release fclose 
read bisect 	read bisect 
terms read bisect 	terms read bisect 
refs die 	refs die 
check good ancestors 	check good ancestors 
bad bisect 	bad bisect 
rev setup bisect 	rev setup bisect 
common find 	common find 
bisection managed skipped 	bisection managed skipped 
exit skipped 	exit skipped 
commits oid hex 	commits oid hex 
exit exit 	exit exit 
hashcmp exit 	hashcmp exit 
skipped commits sha 	skipped commits sha 
hex show 	hex show 
diff exit estimate 	diff exit estimate 
bisect steps 	bisect steps 
bisect checkout log 	bisect checkout log 
exp remember 	exp remember 
update flag allocation 	update flag allocation 
truly stupid 	truly stupid 
algorithm used bisection 	algorithm used bisection 
care enough 	care enough 
care barely enough 	care barely enough 
avoid recursing 	avoid recursing 
non merge entries 	non merge entries 
cut something 	cut something 
going halfway halfway 	going halfway halfway 
debug bisect 	debug bisect 
desc sort enough 	desc sort enough 
dist zero 	dist zero 
positive weight 	positive weight 
number interesting commits 	number interesting commits 
reach including 	reach including 
especially weight means 	especially weight means 
reach changing 	reach changing 
commits uninteresting one 	commits uninteresting one 
traversal pathspec 	traversal pathspec 
weight means one 	weight means one 
parent distance 	parent distance 
yet computed weight 	yet computed weight 
means one 	means one 
parent distance unknown 	parent distance unknown 
running count 	running count 
distance first zero 	distance first zero 
positive distance 	positive distance 
otherwise known reach 	otherwise known reach 
changing commit 	changing commit 
gets weight one 	gets weight one 
parent resulting 	parent resulting 
reach one 	reach one 
commit parent reach 	commit parent reach 
run expensive 	run expensive 
count distance single 	count distance single 
strand pearls 	strand pearls 
however one parents 	however one parents 
cannot distance 	cannot distance 
one since usually 	one since usually 
reach ancestor 	reach ancestor 
would end counting 	would end counting 
twice way 	twice way 
first count distance 	first count distance 
merges usual 	merges usual 
way fill blanks 	way fill blanks 
cheaper algorithm 	cheaper algorithm 
happen exactly half 	happen exactly half 
way weight 	way weight 
unknown known 	unknown known 
one counted otherwise 	one counted otherwise 
inherit directly 	inherit directly 
happen exactly half 	happen exactly half 
way count 	way count 
number total changing 	number total changing 
items list 	items list 
reversing list real 	reversing list real 
work finding 	work finding 
bisection commit function 	bisection commit function 
passing skipped 	passing skipped 
first special means 	first special means 
want know 	want know 
first commit list 	first commit list 
skipped want 	skipped want 
test commit away 	test commit away 
indeed skipped 	indeed skipped 
first commit skipped 	first commit skipped 
cannot take 	cannot take 
shortcut list 	shortcut list 
find first non 	find first non 
skipped commit 	skipped commit 
fully filtered list 	fully filtered list 
use skipped 	use skipped 
first mean found 	first mean found 
first commit 	first commit 
skipped skipped first 	skipped skipped first 
back function 	back function 
returns move current 	returns move current 
tried list 	tried list 
means know skipped 	means know skipped 
move current 	move current 
filtered list pseudo 	filtered list pseudo 
random number 	random number 
generator man rand 	generator man rand 
used properly 	used properly 
seed argument increased 	seed argument increased 
one call 	one call 
matter application 	matter application 
custom integer square 	custom integer square 
root http 	root http 
wikipedia wiki integer 	wikipedia wiki integer 
square root 	square root 
rev argv argv 	rev argv argv 
ignored setup 	ignored setup 
revisions xxx leak 	revisions xxx leak 
rev argv 	rev argv 
revs may still 	revs may still 
pointing check 	pointing check 
merge bases checks 	merge bases checks 
merge bases 	merge bases 
bad one bad 	bad one bad 
means user 	means user 
assumed something wrong 	assumed something wrong 
must exit 	must exit 
non error code 	non error code 
one good 	one good 
old good 	old good 
nothing one skipped 	nothing one skipped 
know warn 	know warn 
know check ask 	know check ask 
user test 	user test 
save pending objects 	save pending objects 
cleaned later 	cleaned later 
bisect common calls 	bisect common calls 
prepare revision 	prepare revision 
walk right away 	walk right away 
together leak 	together leak 
pending makes sole 	pending makes sole 
owner list 	owner list 
pending objects clean 	pending objects clean 
objects used 	objects used 
reused check good 	reused check good 
ancestors bad 	ancestors bad 
checks good 	checks good 
revs ancestor bad 	revs ancestor bad 
rev need 	rev need 
check merge bases 	check merge bases 
merge must 	merge must 
tested user source 	tested user source 
code tested 	code tested 
user exit check 	user exit check 
file bisect 	file bisect 
ancestors exists bisecting 	ancestors exists bisecting 
good rev 	good rev 
check good revs 	check good revs 
ancestor bad 	ancestor bad 
rev create file 	rev create file 
bisect ancestors 	bisect ancestors 
git diff pretty 	git diff pretty 
commit without 	commit without 
one fork exec 	one fork exec 
diff init 	diff init 
diff options 	diff options 
pretty diff init 	pretty diff init 
terms used 	terms used 
bisect session stored 	bisect session stored 
bisect terms 	bisect terms 
read store adapt 	read store adapt 
messages accordingly 	messages accordingly 
bad good use 	bad good use 
convention exiting 	convention exiting 
exit code means 	exit code means 
bisection process 	bisection process 
finished successfully calling 	finished successfully calling 
shell script 	shell script 
exit checkout non 	exit checkout non 
zero bisection 	zero bisection 
process checkout trial 	process checkout trial 
commit instead 	commit instead 
simply updates bisect 	simply updates bisect 
head exit 	head exit 
bad commit 	bad commit 
also skip commit 	also skip commit 
means bisection 	means bisection 
process succeeded estimate 	process succeeded estimate 
number bisect 	number bisect 
steps left current 	steps left current 
step included 	step included 
excluded probability steps 	excluded probability steps 
left looks 	left looks 
like means bisect.h 	like means bisect.h 
list reaches 	list reaches 
find list tried 	find list tried 
show count 	show count 
skipped first revs 	skipped first revs 
flags show 	flags show 
timestamp hdr termination 	timestamp hdr termination 
header prefix 	header prefix 
prefix checkout bad 	prefix checkout bad 
good bitmap.c 	good bitmap.c 
bitmap self 	bitmap self 
pos block old 	pos block old 
size self 	size self 
pos block self 	pos block self 
pos block 	pos block 
bitmap ewah running 	bitmap ewah running 
empty words 	empty words 
last word ewah 	last word ewah 
bitmap blowup 	bitmap blowup 
self count self 	self count self 
original size 	original size 
word self callback 	word self callback 
data word 	data word 
offset self count 	offset self count 
self big 	self big 
small bitmap bitmap 	small bitmap bitmap 
xmalloc xcalloc 	xmalloc xcalloc 
ewah block 	ewah block 
realloc memset ewah 	realloc memset ewah 
mask ewah 	mask ewah 
block ewah mask 	block ewah mask 
ewah block 	ewah block 
ewah mask ewah 	ewah mask ewah 
ewah ewah 	ewah ewah 
empty words ewah 	empty words ewah 
bitmap ewah 	bitmap ewah 
iterator init ewah 	iterator init ewah 
iterator next 	iterator next 
alloc grow realloc 	alloc grow realloc 
memset ewah 	memset ewah 
iterator init ewah 	iterator init ewah 
iterator next 	iterator next 
callback ewah bit 	callback ewah bit 
ctz callback 	ctz callback 
ewah bit popcount 	ewah bit popcount 
memset free 	memset free 
free copyright 	free copyright 
git hub inc 	git hub inc 
copyright daniel 	copyright daniel 
lemire cliff moon 	lemire cliff moon 
david intosh 	david intosh 
robert becho google 	robert becho google 
inc veronika 	inc veronika 
zenz program free 	zenz program free 
software redistribute 	software redistribute 
modify terms gnu 	modify terms gnu 
general license 	general license 
published free software 	published free software 
foundation either 	foundation either 
version license option 	version license option 
later version 	later version 
program distributed hope 	program distributed hope 
useful without 	useful without 
warranty without even 	warranty without even 
implied warranty 	implied warranty 
merchantability fitness 	merchantability fitness 
particular purpose see 	particular purpose see 
gnu general 	gnu general 
license details received 	license details received 
copy gnu 	copy gnu 
general license along 	general license along 
program write 	program write 
free software foundation 	free software foundation 
inc franklin 	inc franklin 
street fifth floor 	street fifth floor 
boston usa 	boston usa 
blame.c blame usage 	blame.c blame usage 
blame opt 	blame opt 
usage longest file 	usage longest file 
longest author 	longest author 
max orig digits 	max orig digits 
max digits 	max digits 
max score digits 	max score digits 
show root 	show root 
reverse blank 	reverse blank 
boundary incremental xdl 	boundary incremental xdl 
opts abbrev 	opts abbrev 
whole file rename 	whole file rename 
show progress 	show progress 
blame date mode 	blame date mode 
blame date 	blame date 
width mailmap num 	width mailmap num 
read blob 	read blob 
num patch num 	num patch num 
commits blame 	commits blame 
move score blame 	move score blame 
copy score 	copy score 
refcnt previous next 	refcnt previous next 
commit suspects 	commit suspects 
file blob sha 	file blob sha 
mode guilty 	mode guilty 
path progress blamed 	path progress blamed 
lines file 	lines file 
file ctxlen 	file ctxlen 
hunk func data 	hunk func data 
xpp xecfg 	xpp xecfg 
ecb path mode 	ecb path mode 
sha sha 	sha sha 
valid buf buf 	valid buf buf 
size textconv 	size textconv 
opt file file 	opt file file 
size next 	size next 
lno num lines 	lno num lines 
suspect lno 	suspect lno 
score list list 	score list list 
tail head 	tail head 
compare commits revs 	compare commits revs 
path buf 	path buf 
buf size ent 	buf size ent 
num lines 	num lines 
lineno scoreboard 	lineno scoreboard 
ent next porigin 	ent next porigin 
sorted commit 	sorted commit 
path commit path 	path commit path 
origin parent 	origin parent 
origin porigin diff 	origin porigin diff 
opts paths 	opts paths 
name parent origin 	name parent origin 
porigin diff 	porigin diff 
opts queue queue 	opts queue queue 
dst src 	dst src 
lno data lno 	lno data lno 
split tlno 	split tlno 
plno parent chunk 	plno parent chunk 
end lno 	end lno 
blamed unblamed split 	blamed unblamed split 
entry split 	entry split 
head tail next 	head tail next 
dstq srcq 	dstq srcq 
tlno offset 	tlno offset 
parent diffp next 	parent diffp next 
len next 	len next 
len parent offset 	len parent offset 
dstq srcq 	dstq srcq 
start count start 	start count start 
count data 	count data 
target parent file 	target parent file 
file newdest 	file newdest 
score best far 	score best far 
ent tlno 	ent tlno 
plno parent split 	plno parent split 
ent parent 	ent parent 
split plno tlno 	split plno tlno 
start count 	start count 
start count data 	start count data 
ent parent 	ent parent 
split file file 	split file file 
small source 	small source 
score min 	score min 
oldsmall blamed toosmall 	oldsmall blamed toosmall 
target parent 	target parent 
split unblamed leftover 	split unblamed leftover 
file unblamedtail 	file unblamedtail 
next ent split 	next ent split 
unblamed num 	unblamed num 
ents num ents 	ents num ents 
blame list 	blame list 
blamed toosmall target 	blamed toosmall target 
parent porigin 	parent porigin 
opt diff opts 	opt diff opts 
blame list 	blame list 
num ents unblamed 	num ents unblamed 
leftover unblamedtail 	leftover unblamedtail 
norigin file split 	norigin file split 
origin porigin 	origin porigin 
suspects revs commit 	suspects revs commit 
revs commit 	revs commit 
blamed porigin 	blamed porigin 
suspects next origin 	suspects next origin 
opt revs 	opt revs 
pass num commit 	pass num commit 
buf porigin 	buf porigin 
origin toosmall blames 	origin toosmall blames 
blametail scoreboard 	blametail scoreboard 
commit origin porigin 	commit origin porigin 
porigin porigin 	porigin porigin 
tail author author 	tail author author 
mail author 	mail author 
time author committer 	time author committer 
committer mail 	committer mail 
committer time committer 	committer time committer 
summary inbuf 	summary inbuf 
name mail time 	name mail time 
ident len 	ident len 
maillen namelen 	maillen namelen 
tmp endp namebuf 	tmp endp namebuf 
mailbuf commit 	mailbuf commit 
ret detailed len 	ret detailed len 
subject encoding 	subject encoding 
message path suspect 	message path suspect 
repeat prev 	repeat prev 
ent suspect opt 	ent suspect opt 
revs commit 	revs commit 
ent suspect next 	ent suspect next 
time str 	time str 
show raw time 	show raw time 
time buf 	time buf 
time str time 	time str time 
width suspect 	width suspect 
repeat ent opt 	repeat ent opt 
repeat cnt 	repeat cnt 
suspect hex ent 	suspect hex ent 
opt cnt 	opt cnt 
suspect hex 	suspect hex 
show raw time 	show raw time 
length name 	length name 
name pad option 	name pad option 
ent count 	ent count 
suspect commit start 	suspect commit start 
end buf 	end buf 
len end lineno 	len end lineno 
num graft 	num graft 
file buf graft 	file buf graft 
abbrev suspect 	abbrev suspect 
uniq len option 	uniq len option 
longest src 	longest src 
lines longest dst 	lines longest dst 
lines largest 	lines largest 
score compute abbrev 	score compute abbrev 
abbrev suspect 	abbrev suspect 
num baa ent 	num baa ent 
opt arg 	opt arg 
end score 	end score 
prefix path output 	prefix path output 
option work 	option work 
path parents commit 	path parents commit 
sha blob 	sha blob 
sha mode tail 	sha mode tail 
sha parent 	sha parent 
tail merge head 	tail merge head 
line sha 	line sha 
len buf opt 	len buf opt 
path contents 	path contents 
commit origin parent 	commit origin parent 
tail parent 	tail parent 
head sha buf 	head sha buf 
ident size 	ident size 
len mode msg 	len mode msg 
read buf 	read buf 
ptr buf len 	ptr buf len 
pos revs 	pos revs 
name found 	name found 
name obj name 	name obj name 
commit name 	commit name 
revs obj option 	revs obj option 
arg unset 	arg unset 
opt option arg 	opt option arg 
unset opt 	unset opt 
argc argv prefix 	argc argv prefix 
revs path 	revs path 
ent dashdash pos 	ent dashdash pos 
lno commit 	lno commit 
name commit range 	name commit range 
list opt 	list opt 
show stats revs 	show stats revs 
file contents 	file contents 
options ctx cmd 	options ctx cmd 
annotate ranges 	annotate ranges 
range anchor 	range anchor 
bottom top bottom 	bottom top bottom 
top next 	top next 
xdi diff alloc 	xdi diff alloc 
filespec fill 	filespec fill 
filespec textconv free 	filespec textconv free 
filespec fill 	filespec fill 
textconv free filespec 	textconv free filespec 
diff opt 	diff opt 
tst textconv read 	tst textconv read 
sha file 	sha file 
die sha hex 	die sha hex 
origin decref 	origin decref 
free free die 	free free die 
free llist 	free llist 
mergesort compare commits 	mergesort compare commits 
commit date 	commit date 
origin decref free 	origin decref free 
sanity check 	sanity check 
refcnt blame 	refcnt blame 
merge prio queue 	merge prio queue 
put flex 	put flex 
alloc str strcmp 	alloc str strcmp 
origin incref 	origin incref 
make origin sha 	make origin sha 
entry sha 	entry sha 
info hashclr strcmp 	info hashclr strcmp 
origin incref 	origin incref 
diff setup diff 	diff setup diff 
opt parse 	opt parse 
pathspec diff setup 	pathspec diff setup 
done oid 	done oid 
diff cache diff 	diff cache diff 
sha diffcore 	sha diffcore 
std origin hashcpy 	std origin hashcpy 
strcmp die 	strcmp die 
die origin hashcpy 	die origin hashcpy 
diff flush 	diff flush 
free pathspec 	free pathspec 
diff setup diff 	diff setup diff 
opt diff 	opt diff 
setup done oid 	setup done oid 
diff cache 	diff cache 
diff sha diffcore 	diff sha diffcore 
std strcmp 	std strcmp 
origin hashcpy diff 	origin hashcpy diff 
flush free 	flush free 
pathspec origin incref 	pathspec origin incref 
origin incref 	origin incref 
origin decref memcpy 	origin decref memcpy 
nth line 	nth line 
memset origin incref 	memset origin incref 
origin incref 	origin incref 
origin incref dup 	origin incref dup 
entry xmalloc 	entry xmalloc 
memcpy blame entry 	memcpy blame entry 
xmalloc memcpy 	xmalloc memcpy 
blame entry 	blame entry 
dup entry dup 	dup entry dup 
entry xmalloc 	entry xmalloc 
memcpy blame entry 	memcpy blame entry 
dup entry 	dup entry 
xmalloc memcpy blame 	xmalloc memcpy blame 
entry origin 	entry origin 
decref xcalloc origin 	decref xcalloc origin 
decref origin 	decref origin 
incref reverse blame 	incref reverse blame 
reverse blame 	reverse blame 
xcalloc origin incref 	xcalloc origin incref 
reverse blame 	reverse blame 
reverse blame die 	reverse blame die 
blame chunk 	blame chunk 
fill origin blob 	fill origin blob 
fill origin 	fill origin 
blob diff hunks 	blob diff hunks 
die oid 	die oid 
hex oid 	hex oid 
hex blame chunk 	hex blame chunk 
queue blames 	queue blames 
nth line nth 	nth line nth 
line isalnum 	line isalnum 
ent score ent 	ent score ent 
score origin 	score origin 
incref decref split 	incref decref split 
memcpy split 	memcpy split 
overlap copy split 	overlap copy split 
better decref 	better decref 
split handle split 	split handle split 
memset nth 	memset nth 
line nth line 	line nth line 
memset diff 	memset diff 
hunks die oid 	hunks die oid 
hex handle 	hex handle 
split ent 	split ent 
score fill origin 	score fill origin 
blob find 	blob find 
copy blob ent 	copy blob ent 
score split 	score split 
blame decref split 	blame decref split 
filter small 	filter small 
reverse blame xcalloc 	reverse blame xcalloc 
diff setup 	diff setup 
diff opt diff 	diff opt diff 
setup done 	setup done 
strcmp diff opt 	strcmp diff opt 
oid diff 	oid diff 
cache diff sha 	cache diff sha 
diff opt 	diff opt 
tst diffcore std 	tst diffcore std 
setup blame 	setup blame 
list diff file 	list diff file 
valid isgitlink 	valid isgitlink 
strcmp origin 	strcmp origin 
hashcpy fill origin 	hashcpy fill origin 
blob find 	blob find 
copy blob copy 	copy blob copy 
split better 	split better 
decref split origin 	decref split origin 
decref ent 	decref ent 
score split blame 	score split blame 
decref split 	decref split 
free filter small 	free filter small 
reverse blame 	reverse blame 
diff flush free 	diff flush free 
pathspec origin 	pathspec origin 
incref origin decref 	incref origin decref 
queue blames 	queue blames 
free commit list 	free commit list 
lookup decoration 	lookup decoration 
first scapegoat commit 	first scapegoat commit 
list count 	list count 
blame sort 	blame sort 
reverse blame queue 	reverse blame queue 
blames num 	blames num 
scapegoats size memset 	scapegoats size memset 
xcalloc parse 	xcalloc parse 
commit find hashcmp 	commit find hashcmp 
pass whole 	pass whole 
blame origin decref 	blame origin decref 
hashcmp origin 	hashcmp origin 
decref origin incref 	decref origin incref 
pass blame 	pass blame 
parent filter small 	parent filter small 
find move 	find move 
parent filter small 	parent filter small 
blame merge 	blame merge 
filter small find 	filter small find 
copy parent 	copy parent 
distribute blame drop 	distribute blame drop 
origin blob 	origin blob 
origin decref 	origin decref 
drop origin blob 	drop origin blob 
free strstr 	free strstr 
strlen strchr strlen 	strlen strchr strlen 
split ident 	split ident 
line strbuf addstr 	line strbuf addstr 
strbuf addstr 	strbuf addstr 
strbuf addstr strtoul 	strbuf addstr strtoul 
strbuf strbuf 	strbuf strbuf 
addstr map user 	addstr map user 
strbuf addf 	strbuf addf 
strbuf strbuf init 	strbuf strbuf init 
strbuf init 	strbuf init 
strbuf init strbuf 	strbuf init strbuf 
init strbuf 	init strbuf 
init strbuf init 	init strbuf init 
strbuf init 	strbuf init 
strbuf release 	strbuf release 
strbuf release strbuf 	strbuf release strbuf 
release strbuf 	release strbuf 
release strbuf release 	release strbuf release 
strbuf release 	strbuf release 
strbuf release commit 	strbuf release commit 
info init 	info init 
log output encoding 	log output encoding 
logmsg reencode 	logmsg reencode 
line unuse commit 	line unuse commit 
buffer line 	buffer line 
find commit subject 	find commit subject 
strbuf strbuf 	strbuf strbuf 
addf oid hex 	addf oid hex 
unuse commit 	unuse commit 
buffer write name 	buffer write name 
quoted commit 	quoted commit 
info oid hex 	info oid hex 
write name 	write name 
quoted commit 	quoted commit 
info destroy oid 	info destroy oid 
hex emit 	hex emit 
one suspect detail 	one suspect detail 
write filename 	write filename 
info maybe flush 	info maybe flush 
die display 	die display 
progress prio queue 	progress prio queue 
start progress 	start progress 
delay prio queue 	delay prio queue 
origin incref 	origin incref 
parse commit pass 	parse commit pass 
blame mark 	blame mark 
parents uninteresting found 	parents uninteresting found 
guilty entry 	guilty entry 
origin decref sanity 	origin decref sanity 
check refcnt 	check refcnt 
stop progress strbuf 	stop progress strbuf 
reset strbuf 	reset strbuf 
addf atoi 	addf atoi 
show date strbuf 	show date strbuf 
addstr utf 	addstr utf 
strwidth strbuf addch 	strwidth strbuf addch 
emit one 	emit one 
suspect detail write 	suspect detail write 
filename info 	filename info 
sha hex emit 	sha hex emit 
porcelain details 	porcelain details 
nth line emit 	nth line emit 
porcelain details 	porcelain details 
putchar putchar putchar 	putchar putchar putchar 
commit info 	commit info 
sha hex nth 	sha hex nth 
line memset 	line memset 
putchar format time 	putchar format time 
utf strwidth 	utf strwidth 
format time putchar 	format time putchar 
putchar commit 	putchar commit 
info destroy 	info destroy 
emit porcelain emit 	emit porcelain emit 
memchr next 	memchr next 
line alloc next 	line alloc next 
line fopen 	line fopen 
strbuf getwholeline read 	strbuf getwholeline read 
graft line 	graft line 
commit graft fclose 	commit graft fclose 
strbuf release 	strbuf release 
find unique abbrev 	find unique abbrev 
strlen update 	strlen update 
abbrev strcmp strlen 	abbrev strcmp strlen 
commit info 	commit info 
utf strwidth utf 	utf strwidth utf 
strwidth commit 	strwidth commit 
info destroy ent 	info destroy ent 
score ent 	score ent 
score width 	score width 
width width oid 	width width oid 
hex find 	hex find 
alignment output die 	alignment output die 
strtoul prefix 	strtoul prefix 
path strlen strcmp 	path strlen strcmp 
git config 	git config 
strcmp git config 	strcmp git config 
strcmp git 	strcmp git 
config strcmp config 	config strcmp config 
error nonbool 	error nonbool 
parse date format 	parse date format 
userdiff config 	userdiff config 
git config entry 	git config entry 
sha info 	sha info 
die lookup commit 	die lookup commit 
reference die 	reference die 
sha hex commit 	sha hex commit 
list insert 	list insert 
open git 	open git 
path merge head 	path merge head 
die git 	die git 
path merge head 	path merge head 
strbuf getwholeline 	strbuf getwholeline 
sha hex die 	sha hex die 
git path 	git path 
merge head append 	merge head append 
parent close 	parent close 
strbuf release strbuf 	strbuf release strbuf 
detach commit 	detach commit 
buffer time alloc 	buffer time alloc 
commit node 	commit node 
resolve die append 	resolve die append 
parent append 	parent append 
merge parents verify 	merge parents verify 
working path 	working path 
make origin fmt 	make origin fmt 
ident strbuf 	ident strbuf 
addstr strbuf 	addstr strbuf 
addf oid hex 	addf oid hex 
strbuf addf 	strbuf addf 
strcmp commit buffer 	strcmp commit buffer 
strbuf strcmp 	strbuf strcmp 
stat die errno 	stat die errno 
lstat die 	lstat die 
errno canon mode 	errno canon mode 
diff opt 	diff opt 
tst textconv strbuf 	tst textconv strbuf 
attach strbuf 	attach strbuf 
read file die 	read file die 
errno strbuf 	errno strbuf 
readlink die errno 	readlink die errno 
die strbuf 	die strbuf 
read die errno 	read die errno 
convert git 	convert git 
pretend sha file 	pretend sha file 
discard cache 	discard cache 
read cache 	read cache 
strlen cache name 	strlen cache name 
pos cache 	pos cache 
entry size xcalloc 	entry size xcalloc 
hashcpy memcpy 	hashcpy memcpy 
create flags create 	create flags create 
mode cache 	mode cache 
entry cache invalidate 	entry cache invalidate 
path deref 	path deref 
tag die die 	tag die die 
find single 	find single 
xstrdup deref tag 	xstrdup deref tag 
die die 	die die 
die xstrdup parse 	die xstrdup parse 
score parse 	score parse 
score strcmp git 	score strcmp git 
config init 	config init 
revisions diff opt 	revisions diff opt 
diff opt 	diff opt 
parse options 	parse options 
start parse options 	start parse options 
step exit 	step exit 
strcmp parse revision 	strcmp parse revision 
opt diff 	opt diff 
opt tst diff 	opt tst diff 
opt clr 	opt clr 
parse options end 	parse options end 
die isatty 	die isatty 
read ancestry die 	read ancestry die 
errno utf 	errno utf 
strwidth strlen show 	strwidth strlen show 
date diff 	date diff 
opt tst usage 	opt tst usage 
options prefix 	options prefix 
usage options usage 	usage options usage 
options prefix 	options prefix 
file exists 	file exists 
prefix setup work 	prefix setup work 
file exists 	file exists 
die errno setup 	die errno setup 
revisions memset 	revisions memset 
prepare die prepare 	prepare die prepare 
initial setup 	initial setup 
work fake working 	work fake working 
commit pending 	commit pending 
die find single 	die find single 
die prepare 	die prepare 
revision walk die 	revision walk die 
oidcmp xcalloc 	oidcmp xcalloc 
decoration die oidcmp 	decoration die oidcmp 
die oid 	die oid 
xmemdupz origin fill 	xmemdupz origin fill 
blob sha 	blob sha 
mode die diff 	mode die diff 
opt tst 	opt tst 
textconv read 	textconv read 
sha file die 	sha file die 
sha hex 	sha hex 
prepare lines list 	prepare lines list 
append xstrdup 	append xstrdup 
range init parse 	range init parse 
range arg 	range arg 
usage die range 	usage die range 
append sort 	append sort 
merge range xcalloc 	merge range xcalloc 
origin incref 	origin incref 
prio queue put 	prio queue put 
origin decref 	origin decref 
range release list 	range release list 
clear read 	clear read 
mailmap assign blame 	mailmap assign blame 
setup pager 	setup pager 
free blame sort 	free blame sort 
coalesce find 	coalesce find 
alignment output 	alignment output 
free free blame 	free free blame 
copyright authors 	copyright authors 
see copying licensing 	see copying licensing 
conditions stats 	conditions stats 
blame blame entry 	blame blame entry 
score lower 	score lower 
thresholds passed parent 	thresholds passed parent 
move copy 	move copy 
logic remember update 	logic remember update 
flag allocation 	flag allocation 
one blob commit 	one blob commit 
suspected record 	suspected record 
preceding blame record 	preceding blame record 
blob origins 	blob origins 
put list linked 	put list linked 
via next 	via next 
hanging corresponding commit 	hanging corresponding commit 
field order 	field order 
make finding 	make finding 
fast presence chain 	fast presence chain 
count towards 	count towards 
origin reference count 	origin reference count 
tempting count 	tempting count 
commit pending examination 	commit pending examination 
even circumstances 	even circumstances 
commit present multiple 	commit present multiple 
times priority 	times priority 
queue unexamined commits 	queue unexamined commits 
processing first 	processing first 
instance work requiring 	instance work requiring 
origin data 	origin data 
second instance interspersed 	second instance interspersed 
commit changing 	commit changing 
would preexisting different 	would preexisting different 
ancestry commit 	ancestry commit 
date order 	date order 
wedge two instances 	wedge two instances 
commit priority 	commit priority 
queue produce blame 	queue produce blame 
entries relevant 	entries relevant 
want tripped certainly 	want tripped certainly 
seem worth 	seem worth 
optimizing suspects contains 	optimizing suspects contains 
blame entries 	blame entries 
may attributed origin 	may attributed origin 
commit parent 	commit parent 
commits commit processed 	commits commit processed 
suspects moved 	suspects moved 
either assigning origin 	either assigning origin 
different commit 	different commit 
shipping scoreboard ent 	shipping scoreboard ent 
list cannot 	list cannot 
attributed different commit 	attributed different commit 
guilty gets 	guilty gets 
shipping suspects 	shipping suspects 
blame list instead 	blame list instead 
commits prepare 	commits prepare 
diff filespec convert 	diff filespec convert 
diff textconv 	diff textconv 
api textconv driver 	api textconv driver 
exists conversion 	exists conversion 
succeeds otherwise given 	succeeds otherwise given 
origin prepare 	origin prepare 
mmfile structure used 	mmfile structure used 
diff machinery 	diff machinery 
origin refcounted usually 	origin refcounted usually 
keep blob 	keep blob 
contents reused present 	contents reused present 
exactly commit 	exactly commit 
chain lines described 	chain lines described 
blame entry 	blame entry 
split pass blame 	split pass blame 
parents arranged 	parents arranged 
linked lists 	linked lists 
kept suspects unprocessed 	kept suspects unprocessed 
origin entered 	origin entered 
blame origin finalized 	blame origin finalized 
scoreboard structure 	scoreboard structure 
scoreboard structure sorted 	scoreboard structure sorted 
end processing 	end processing 
according image line 	according image line 
number lists 	number lists 
attached origin sorted 	attached origin sorted 
target line 	target line 
number first line 	number first line 
image internally 	image internally 
line numbers many 	line numbers many 
lines commit 	lines commit 
introduced image line 	introduced image line 
number first 	number first 
line suspect file 	line suspect file 
internally line 	internally line 
numbers significant 	numbers significant 
entry cached avoid 	entry cached avoid 
scanning lines 	scanning lines 
merge blames happens 	merge blames happens 
lists blames 	lists blames 
arrived via different 	arrived via different 
parents single 	parents single 
suspect want sort 	suspect want sort 
according suspect 	according suspect 
line numbers opposed 	line numbers opposed 
image line 	image line 
numbers function body 	numbers function body 
somewhat longish 	somewhat longish 
avoids unnecessary writes 	avoids unnecessary writes 
image line 	image line 
numbers different need 	numbers different need 
three way 	three way 
comparison allow 	comparison allow 
collating suspects sort 	collating suspects sort 
according respective 	according respective 
pointer primary sorting 	pointer primary sorting 
criterion actual 	criterion actual 
relation pretty unimportant 	relation pretty unimportant 
establishes total 	establishes total 
order comparing integers 	order comparing integers 
gives current 	gives current 
state blame assignment 	state blame assignment 
commit started 	commit started 
digging priority queue 	digging priority queue 
commits unassigned 	commits unassigned 
blame records contents 	blame records contents 
image used 	image used 
many functions obtain 	many functions obtain 
contents nth 	contents nth 
line indexed scoreboard 	line indexed scoreboard 
lineno blame 	lineno blame 
entry lno 	entry lno 
linked list blames 	linked list blames 
look line 	look line 
buffer two blame 	buffer two blame 
entries next 	entries next 
came contiguous lines 	came contiguous lines 
origin commit 	origin commit 
path pair merge 	path pair merge 
together sanity 	together sanity 
merge given sorted 	merge given sorted 
list blames 	list blames 
preexisting origin previous 	preexisting origin previous 
blames commit 	blames commit 
entered commit priority 	entered commit priority 
queue score 	queue score 
board given commit 	board given commit 
path create 	path create 
origin structure callers 	origin structure callers 
blame scoreboard 	blame scoreboard 
use origin 	use origin 
